319957,083_I00_001_F_0003588.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0003588.jpg,"[913, 286, 248, 598]",29,"[1068, 552, 1, 1095, 557, 2, 1064, 665, 2, 1075, 796, 2, 1066, 828, 2, 1085, 828, 2, 1042, 547, 2, 955, 657, 2, 1028, 758, 2, 990, 794, 2, 990, 792, 1, 1056, 493, 1, 1038, 447, 2, 1018, 407, 2, 1041, 440, 2, 1077, 507, 2, 1055, 571, 2, 1053, 588, 2, 1039, 584, 1, 1003, 376, 1, 1000, 364, 1, 969, 440, 2, 985, 466, 2, 959, 471, 2, 986, 391, 2, 997, 376, 2, 978, 378, 2, 1024, 365, 2, 973, 374, 1]"
319699,083_I00_001_F_0003072.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0003072.jpg,"[832, 192, 329, 689]",29,"[1032, 494, 2, 1068, 494, 2, 1109, 666, 2, 1073, 748, 2, 1086, 807, 2, 1096, 808, 1, 996, 496, 2, 1007, 669, 2, 1006, 783, 2, 1023, 830, 2, 1002, 830, 2, 1029, 457, 2, 1023, 397, 2, 1019, 346, 2, 1070, 346, 2, 1098, 430, 2, 1115, 476, 2, 1108, 490, 1, 1111, 502, 1, 967, 350, 2, 916, 449, 2, 888, 510, 2, 887, 531, 2, 879, 536, 1, 1012, 278, 2, 1025, 268, 2, 1003, 268, 2, 1044, 282, 2, 985, 278, 2]"
319874,083_I00_001_F_0003422.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0003422.jpg,"[784, 202, 446, 654]",29,"[969, 568, 1, 995, 596, 1, 1106, 664, 2, 1146, 785, 2, 1167, 812, 2, 1183, 804, 2, 940, 592, 1, 885, 683, 2, 841, 786, 2, 847, 812, 2, 821, 811, 2, 976, 518, 2, 1018, 451, 2, 1032, 390, 2, 1059, 416, 2, 1101, 351, 2, 1122, 281, 2, 1124, 252, 1, 1130, 267, 2, 984, 378, 1, 1016, 307, 2, 1095, 266, 2, 1135, 264, 1, 1128, 235, 2, 1043, 357, 2, 1056, 352, 2, 1038, 347, 2, 1071, 359, 2, 1014, 349, 1]"
320317,083_I00_001_F_0004308.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0004308.jpg,"[763, 170, 434, 698]",29,"[1030, 509, 2, 1055, 510, 2, 1039, 663, 2, 1050, 769, 2, 1019, 813, 2, 1036, 813, 2, 998, 510, 2, 1002, 664, 2, 1023, 768, 2, 991, 809, 2, 984, 805, 2, 1028, 464, 2, 1023, 399, 2, 1014, 342, 2, 1059, 322, 2, 1132, 330, 2, 1137, 277, 2, 1127, 254, 1, 1139, 251, 2, 962, 363, 2, 921, 440, 2, 860, 459, 2, 835, 449, 2, 834, 455, 2, 1044, 275, 2, 1043, 265, 1, 1032, 270, 2, 1019, 280, 1, 1003, 286, 2]"
320542,083_I00_001_F_0004758.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0004758.jpg,"[852, 203, 341, 634]",29,"[1018, 513, 2, 1044, 526, 2, 1040, 646, 2, 1024, 765, 2, 1017, 792, 2, 1044, 791, 1, 987, 530, 2, 977, 652, 2, 999, 733, 2, 998, 765, 2, 984, 756, 1, 1012, 465, 2, 1006, 406, 2, 1004, 328, 2, 1056, 346, 2, 1105, 426, 2, 1130, 482, 2, 1132, 508, 2, 1143, 526, 2, 951, 354, 2, 908, 432, 2, 893, 483, 2, 904, 497, 2, 890, 506, 2, 1005, 287, 2, 1013, 273, 2, 992, 278, 2, 1031, 281, 2, 982, 282, 2]"
320080,083_I00_001_F_0003834.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0003834.jpg,"[844, 250, 365, 581]",29,"[1046, 501, 2, 1081, 492, 2, 1063, 626, 2, 1041, 758, 2, 1073, 782, 2, 1090, 777, 2, 1009, 506, 2, 1012, 636, 2, 1003, 747, 2, 1013, 790, 2, 991, 785, 2, 1022, 453, 2, 1008, 396, 2, 1015, 368, 1, 1061, 346, 2, 1109, 400, 2, 1143, 376, 2, 1148, 352, 2, 1168, 347, 2, 958, 370, 2, 925, 428, 2, 900, 419, 2, 902, 406, 2, 884, 396, 2, 1014, 351, 2, 1027, 349, 2, 1003, 347, 2, 1047, 329, 2, 986, 332, 1]"
319526,083_I00_001_F_0002726.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0002726.jpg,"[841, 193, 397, 676]",29,"[1043, 527, 2, 1070, 547, 2, 1148, 663, 2, 1155, 792, 2, 1174, 827, 2, 1194, 824, 2, 1011, 548, 2, 935, 650, 2, 923, 754, 2, 906, 791, 2, 895, 778, 2, 1042, 473, 2, 1043, 408, 2, 1045, 327, 2, 1087, 329, 2, 1149, 424, 2, 1101, 379, 2, 1070, 368, 2, 1114, 360, 2, 997, 339, 2, 953, 432, 2, 981, 373, 2, 1013, 341, 2, 972, 332, 2, 1039, 275, 2, 1051, 267, 2, 1027, 268, 2, 1071, 280, 2, 1011, 281, 2]"
319351,083_I00_001_F_0002376.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0002376.jpg,"[837, 249, 397, 609]",29,"[1060, 557, 2, 1079, 555, 2, 1135, 693, 2, 1162, 776, 2, 1164, 804, 2, 1189, 803, 2, 1038, 551, 2, 931, 658, 2, 916, 789, 2, 898, 813, 2, 880, 810, 1, 1050, 504, 2, 1053, 443, 2, 1040, 379, 2, 1074, 368, 2, 1075, 467, 2, 1045, 540, 2, 1036, 567, 1, 1051, 576, 2, 1003, 393, 2, 1020, 486, 1, 1007, 543, 1, 1000, 554, 1, 1015, 550, 1, 1026, 344, 2, 1040, 330, 2, 1014, 330, 2, 1057, 329, 2, 1007, 333, 1]"
318194,083_I00_001_F_0000062.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0000062.jpg,"[691, 159, 751, 777]",29,"[1068, 531, 2, 1100, 537, 2, 1103, 712, 2, 1107, 837, 2, 1100, 883, 2, 1124, 881, 2, 1021, 535, 2, 1019, 714, 2, 1016, 827, 2, 1019, 880, 2, 997, 879, 2, 1066, 471, 2, 1070, 384, 2, 1064, 318, 2, 1124, 315, 2, 1232, 323, 2, 1335, 310, 2, 1359, 321, 2, 1362, 310, 1, 1012, 319, 2, 887, 315, 2, 799, 318, 2, 777, 324, 2, 771, 314, 1, 1064, 241, 2, 1077, 232, 2, 1051, 233, 2, 1099, 246, 2, 1031, 248, 2]"
320607,083_I00_001_F_0004888.jpg,/Users/junghyun/zerotohero/pytorch/HRNet/data/openai/image/[원천]100 (슈퍼엠)/083_I00_001_F/083_I00_001_F_0004888.jpg,"[847, 198, 336, 696]",29,"[1010, 537, 2, 1047, 538, 2, 1023, 670, 2, 1056, 810, 2, 1023, 846, 2, 1042, 851, 2, 974, 536, 2, 988, 659, 2, 1018, 754, 2, 998, 793, 2, 985, 787, 2, 1013, 476, 2, 1020, 412, 2, 1028, 344, 2, 1079, 345, 2, 1130, 317, 2, 1053, 312, 2, 1039, 328, 2, 1017, 314, 2, 979, 339, 2, 894, 334, 2, 964, 332, 2, 996, 355, 2, 994, 341, 2, 1033, 277, 2, 1043, 269, 2, 1018, 270, 2, 1062, 280, 2, 1002, 284, 2]"
